"","MAL13P1.124","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.91","PF07_0074","PF08_0032","PF10_0084","PF10_0085","PF10_0111","PF10_0191","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0260","PF11_0290","PF11_0435","PF11_0527","PF13_0032","PF13_0095","PF13_0170","PF13_0219","PF14_0041","PF14_0071","PF14_0112","PF14_0360","PF14_0499","PF14_0552","PF14_0593","PF14_0642","PF14_0713","PF14_0730","PFA0330w","PFA0430c","PFB0175c","PFB0295w","PFB0920w","PFC0090w","PFC0375c","PFC0400w","PFC0760c","PFC0965w","PFC0980c","PFD0470c","PFD0545w","PFE0165w","PFE0430w","PFE0450w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0490w","PFF0595c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI1425w","PFL0580w","PFL1270w","PFL2055w","PFL2200w","PFL2520w","D_class","Class","Compound"
"Trichostatin_H8","-0.049319287","-0.0374452382","-0.60144497","-0.0663582039"," 2.8402765304"," 0.462180548","-0.031587497"," 0.496440468"," 0.094134767"," 0.206590025","-0.048915717"," 0.085951843"," 0.0607204604"," 0.678351173","-0.356122545"," 0.132854474"," 0.163395166","-0.031519838","-0.614817804","-0.130844080","-1.158834029"," 0.124291444","-0.097125887","-0.4915322729"," 0.012706995","-0.706994266"," 0.07805134"," 0.481153788","-0.03127859"," 0.128861671","-1.001509005"," 0.018221999"," 0.1133653414"," 2.324994e+00"," 0.854688883"," 0.255055771","-0.1714568734"," 0.3101213081"," 0.048806143"," 0.199558188","-0.928175995","-1.235349087"," 0.280212471","-0.204987600","-0.0104187119"," 0.298905190","-0.474704772","-1.803965132"," 0.067551250"," 0.156708375","-0.300575734","-0.189897971","-0.218697538"," 0.982160014","-0.001188659","-0.185173722","-0.078464195"," 0.290243963","-0.2179953638"," 0.024439764","-2.990982e-02"," 0.1029581264"," 0.10782081","-0.289162588"," 0.084106537","-0.1833129435","-0.215923930"," 0.039254718","-0.336569545","-0.207615419"," 0.434429540"," 0.222138969","-0.486887714"," 0.06652334","-2.203804091",11,10,"Trichostatin"
"Trichostatin_H10"," 0.639604862","-1.3737206061","-0.78056625"," 0.3830591297"," 1.7669642275"," 1.895970326"," 0.866081624"," 0.762377600"," 0.799487201","-0.204362461"," 0.422265972"," 0.438876276"," 0.1697128483"," 1.211907056","-0.492093177"," 0.036181696"," 0.479274932"," 0.388078205"," 1.067090056"," 0.753224674","-1.618553716","-0.639935485"," 0.308202297","-1.8787281572","-0.558533956","-0.492624242"," 0.82944140"," 3.182363687"," 1.97743342"," 0.366010037","-1.516020475"," 0.304539073"," 0.4006575774"," 1.337264e+00"," 0.123962887","-0.245815361","-0.4042422906","-1.5496973835"," 0.464307664"," 0.926256718","-1.210684383","-1.074609796"," 0.915811655","-1.000324988","-1.2260848635","-0.769214409","-0.835150469","-1.912155018","-0.542619894","-0.454369929","-0.753689242","-0.894160997"," 0.825891166"," 0.919624608","-0.174843494","-0.430579486"," 0.610167997"," 0.600373408","-0.1385770765"," 1.054381237","-3.679961e-01","-1.2729330890"," 0.68062499","-0.900257065"," 0.573487408","-0.3640616424","-0.300819896"," 0.411313046"," 0.401446064","-1.345140439"," 1.084514120","-0.332859263","-1.026588426"," 0.26214029","-1.454961769",11,10,"Trichostatin"
"Quinine_H1","-0.347293773","-0.0142800317","-0.23269274"," 0.0133844396"," 0.0442374048","-0.089348358"," 0.074024462","-0.499034053","-0.045090854"," 0.015237194"," 0.063694957","-0.153774253"," 0.1654300791","-0.220248179"," 0.057268922"," 0.132901067","-0.226053632","-0.137941798","-0.231656320","-0.460746983"," 0.248161154"," 0.033088335"," 0.096605887","-0.1462260531"," 0.462261054","-0.075401068"," 0.11751721","-0.318790005","-0.16715262"," 0.179587427"," 0.119772949"," 0.118478078"," 0.2906764987","-3.344623e-01"," 0.023217979"," 0.222701019"," 0.1569121613"," 0.2376289558","-0.319200691"," 0.033814241"," 0.072043432"," 0.180712236"," 0.091617017"," 0.370894996"," 0.0689115042"," 0.126694336"," 0.147437905"," 0.131315916","-0.246033400"," 0.328502772"," 0.322605463"," 0.039002035","-0.087165519"," 0.117465992"," 0.055531793"," 0.144811698","-0.227597112","-0.116668023"," 0.1693687917","-0.314272858"," 5.037274e-01"," 0.0055817982","-0.49233648","-0.229905974"," 0.134517993"," 0.0831835025","-0.017609746","-0.356289718","-0.248706648"," 0.158185662","-0.370335125"," 0.101704073"," 0.105213163"," 0.17337849"," 0.851176184",12,11,"Quinine"
"Quinine_H2","-0.463497395"," 0.0358945028"," 0.21817362","-0.0539925242"," 0.4510699013","-0.772437706","-0.192531554","-1.096869689"," 0.029822974"," 0.110560187","-0.524580122","-0.676209633"," 0.4984418951","-0.183727927"," 0.265914165"," 0.301494129","-0.525765977","-0.015392012","-0.316252409","-0.668002755","-0.025087322"," 0.291786674","-0.184105231","-0.1854820968"," 0.380006920"," 0.124265102"," 0.11530719","-0.450254721","-0.36398183"," 0.120857250"," 0.092545864","-0.024466015","-0.0492860307","-9.117568e-01","-0.016019299"," 0.259780460"," 0.0652387587"," 0.4702672245","-0.944296396"," 0.381152960"," 0.280768513"," 0.262966235"," 0.140141624"," 0.399308411","-0.0300827384"," 0.599209778","-0.076765806"," 0.189865547","-0.221968313"," 0.406113918"," 0.366319451"," 0.416705442","-0.063984952"," 0.574951086","-0.393594708"," 0.013432896","-0.493715381"," 0.207078694","-0.1955270266","-0.422044542"," 4.734055e-01","-0.0022999747","-1.44327117","-0.495116363"," 0.132507886","-0.2572850280"," 0.201445721","-0.638103709","-0.515773313","-0.139376360","-0.984974696"," 0.135575779","-0.023588683"," 0.14221950","-0.246454263",12,11,"Quinine"
"Quinine_H4","-0.293353325","-0.2464290383","-0.26135688"," 0.0637329587"," 0.6699233011"," 0.018684855"," 0.163210927","-0.752445775"," 0.048557716","-0.008181466","-0.113915046","-0.607618772","-0.0238865384","-0.494112167"," 0.180154278"," 0.026030107","-0.243935750","-0.002636156","-0.066072619","-0.543602757"," 0.232529741","-0.099016824"," 0.220259512","-0.1087085189"," 0.441766486"," 0.086201929","-0.16096226","-0.413044462","-0.46163379","-0.003881334"," 0.641685558","-0.041581258"," 0.4276653858","-1.109241e-01","-0.147260351"," 0.238973105"," 0.1602484870"," 0.2468804041","-1.102285540"," 0.194433717","-0.046038301"," 0.340085129","-0.176564010"," 0.146880595","-0.0353187069","-0.010543251"," 0.211466634"," 0.252323965","-0.415872245"," 0.424304810"," 0.385410670"," 0.291705653"," 0.099684003"," 0.322645315","-0.033019516"," 0.299430057","-0.217384958"," 0.004525794"," 0.2313017022","-0.415208128","-1.663728e-01"," 0.0925606420","-0.81235758","-0.093111608"," 0.106063967"," 0.0357057013"," 0.302821910","-0.772466399","-0.255100703","-0.170295957","-1.002702519","-0.213720298","-0.152664046"," 0.11139773"," 0.414691359",12,11,"Quinine"
"Quinine_H6","-0.397897513","-0.2154585216"," 0.11503011"," 0.0397741929"," 0.3929776171","-0.360102419","-0.182104379","-0.555407128"," 0.074528105"," 0.100713178","-0.556237337","-0.243181173"," 0.3754593005","-0.001979843"," 0.400698498"," 0.566463637","-0.319326445","-0.077838635","-0.192208800","-0.230806894"," 0.104950808"," 0.115138214","-0.136010303","-0.1556156363"," 0.203186220","-0.018598546","-0.29244820","-0.340101008","-0.38502086","-0.132068822"," 0.176245874","-0.032618297","-0.0396049958","-3.352182e-01","-0.087603730"," 0.167066900"," 0.0008251603"," 0.2093874387","-0.285497898"," 0.197603148"," 0.134992776"," 0.353345743","-0.029904857"," 0.107867262"," 0.0554896535"," 0.093996432","-0.278584785"," 0.170783641","-0.868162012"," 0.233075312"," 0.326368294"," 0.298709593"," 0.142404881"," 0.282258488","-0.329042317","-0.048437604","-0.270634694"," 0.114373301","-0.0660236159","-0.135451942"," 1.060535e-01"," 0.1715058710","-1.02498966","-0.017128628","-0.403226962","-0.0289865081"," 0.232444938","-0.246963009","-0.338127778","-0.084752408","-0.567615747"," 0.223382825","-0.070775796"," 0.04419889"," 0.126657536",12,11,"Quinine"
"Quinine_H8","-0.197379372","-0.3960764700","-0.60082857","-0.2021020717"," 0.8510088617","-0.323229003"," 0.048877552","-0.100688023","-0.166158989","-0.189698311","-0.253318218","-0.377714083","-0.1734352480"," 0.599880785"," 0.066537994"," 0.351086622","-0.119231282","-0.468798443"," 0.175048699"," 0.270184902","-0.041616613","-0.215676873"," 0.180112525"," 0.1592679278"," 0.535139140","-0.204772267","-0.35751133"," 0.136022056"," 0.40867148"," 0.068369713","-0.024411996","-0.129608090"," 0.0438744307"," 3.914150e-01","-0.440127734"," 0.174047850","-0.1855810506","-0.0457443178","-1.341288308"," 0.398765786","-0.038955653"," 0.014773070"," 0.185352888","-0.387987113","-0.0053686879","-0.553947660","-0.330000886"," 0.001313984","-0.258857527"," 0.045640948"," 0.213530534"," 0.264365726"," 0.319660981","-0.453691853"," 0.126736329"," 0.029894502"," 0.214811975"," 0.351258182"," 0.3429865835"," 0.393068336","-2.036014e-01","-0.3189761133","-1.47273840","-0.294539495","-0.200679805"," 0.1655059004"," 0.132874499","-0.279423420","-0.158117759","-0.141658184"," 0.040889607","-0.009517163","-0.128902357","-0.01620245","-0.336658172",12,11,"Quinine"
"Quinine_H10","-0.333951259"," 0.2384894444","-0.28455360"," 0.1572476488"," 0.0820014521","-1.391107981"," 0.167944589","-0.752356664","-0.181076565"," 0.095075477","-0.499679485","-0.059107094"," 0.6526414563","-0.345670276"," 0.333430699"," 0.188325231"," 0.077646563"," 0.215703717","-0.258798035","-0.284253477","-0.178539353","-0.183889664"," 0.237273521"," 0.1486341892"," 0.086285802"," 0.224547376"," 0.42182832","-0.574201240","-0.58541119"," 0.239066730"," 0.246834056","-0.153165575"," 0.1069449513","-2.787826e-01","-0.006180873"," 0.049624925"," 0.0885165129","-0.2542133561","-0.671861728"," 0.410467362"," 1.031939255"," 0.512531299"," 0.101895118"," 0.023271830","-0.0007090302"," 0.478653439"," 0.044443974"," 0.044231465"," 0.101486749"," 0.170737106"," 0.483046598"," 0.577471325"," 0.134814614"," 1.227291798","-0.104377952","-0.128207426","-0.296515507"," 0.378810681","-0.1373517860","-0.520793884"," 5.344642e-01"," 0.4057463911"," 0.06542312","-0.103302159","-0.827820488","-0.0749559919"," 0.684173565","-0.205791018","-0.659679750"," 0.216877820","-0.813588604"," 0.153923116","-0.319105177"," 0.22488556"," 0.677402947",12,11,"Quinine"
"Chloroquine_H1"," 0.288754930","-0.1697539857","-0.18322988","-0.0111172319","-0.2381900784"," 0.777687675","-0.270955990","-0.240315259","-0.176145459"," 0.258183191"," 0.732921611","-0.126431195","-0.4701181062"," 0.094786232","-0.347762864","-0.053361471"," 0.130462748"," 0.187668054","-0.453048740"," 0.734714411","-0.011314013","-0.170155688","-0.067846602","-0.5972850902"," 0.189446505"," 0.480365450","-0.84969202"," 0.654910047"," 0.76720879"," 0.703257165","-0.072557031"," 0.329879254"," 0.1348756798"," 6.308491e-02"," 0.291294203","-0.144511839","-0.1144180588","-0.4348475130"," 0.190127308","-0.304937713","-0.710381079"," 0.203862442","-0.508837814","-0.176165404"," 0.3529831985","-0.644997499"," 0.511916645"," 0.572849803","-0.760683083","-0.324498625","-0.059102757"," 0.049036600","-0.485316447","-0.229695269"," 0.717647841","-0.115211334"," 0.090024809","-0.514428693","-0.1737493714"," 0.128217608"," 2.169104e-01"," 0.1545755256"," 1.00526409","-0.090496258"," 0.517091905"," 0.1611252069"," 0.099776835"," 0.273244895"," 0.383292923"," 0.612121767","-0.070365390","-0.287882818","-0.449508596"," 0.87772667"," 0.123311305",13,12,"Chloroquine"
"Chloroquine_H2"," 0.395957475","-0.3230574355"," 0.10547006"," 0.0357116336","-0.1913200797"," 1.119489479"," 0.382650572","-0.231439872","-0.134879393","-0.001560852"," 0.493629793"," 0.401297782","-0.2671765212"," 0.099366681","-0.292770809","-0.208504502"," 0.072595756"," 0.219886835","-0.267404169"," 0.267856886"," 0.158393828","-0.260387423"," 0.102871969","-0.1071739001","-0.070097624"," 0.617999070","-0.27104526"," 0.519065164"," 0.32966956"," 0.370724307","-0.180751502"," 0.217398404","-0.1011866187"," 2.417057e-01"," 0.020276787","-0.083767295"," 0.1852106881","-0.2642888835"," 0.061486197","-0.109416383","-0.334089629"," 0.156214753"," 0.060437071","-0.249022903","-0.0476547809","-0.514548373"," 0.447222527"," 0.435507205"," 0.001155219","-0.047553379"," 0.031116735"," 0.014888952","-0.151568042","-0.273372030"," 0.320916599"," 0.197082612"," 0.263228370","-0.515076003","-0.0262748338","-0.015703887","-2.233294e-01"," 0.0249465913"," 0.98981705"," 0.241846191"," 0.809888253"," 0.2093479741","-0.098204775"," 0.012744005"," 0.532544790"," 0.275255832"," 0.114587586","-0.328724713"," 0.084039668"," 0.47212814"," 0.226745734",13,12,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.2018160379"," 0.08956271","-0.1139334132","-0.1766752474"," 1.357247595","-0.142820870","-0.151934392","-0.100201318"," 0.048299730"," 0.498355979","-0.690508790","-0.4016516666"," 0.005320409","-0.208617870","-0.458871156"," 0.375191224"," 0.298303662","-0.308139953"," 0.593241177"," 0.003875656","-0.107559530","-0.013945208","-0.2971669109"," 0.047591193"," 0.323459169","-0.34236547"," 0.549924046"," 0.52152987"," 0.499996469","-0.287714163"," 0.151512664","-0.0948614708"," 3.311742e-01","-0.380257303","-0.210959893"," 0.0346917572","-0.2200703892","-0.014678145","-0.040373858","-0.345595483","-0.253971366","-0.063730518","-0.262887340"," 0.1569719994","-0.140232541"," 0.304711013"," 0.232181280","-0.334723259","-0.096423896"," 0.131817060","-0.174471774","-0.219743268","-0.087880276"," 0.135506218","-0.025059667","-0.015819111","-0.344138745"," 0.0915257897"," 0.179074153"," 1.720606e-01","-0.0143102368"," 0.91641789"," 0.319969524"," 0.791560656"," 0.1954239751"," 0.136795293"," 0.213480098"," 0.357096558"," 0.634486516"," 0.054068026","-0.394573206","-0.299286314"," 0.29164741"," 0.455900201",13,12,"Chloroquine"
"Chloroquine_H6"," 0.146772658","-0.0566514263"," 0.17122444"," 0.1357950299"," 0.0954157177"," 1.358667290","-0.045527284","-0.144166340","-0.036109357","-0.204935011"," 0.222651887","-0.441142495","-0.0008900634"," 0.088962426","-0.199061527"," 0.151524642","-0.030504098"," 0.062064179"," 0.009868786"," 0.108182716"," 0.121391196"," 0.007946545","-0.020619790"," 0.0999699204"," 0.322555762"," 0.234457745"," 0.11488827"," 0.271740252"," 0.09446799"," 0.065534804","-0.129246202","-0.129001852","-0.0318762105"," 1.182832e-01","-0.149433856","-0.064137115"," 0.0529826486","-0.1924627773","-0.100540311"," 0.194551600","-0.038474928","-0.003711092"," 0.124035919"," 0.063237350"," 0.0074280907","-0.149250943"," 0.011197007"," 0.039617317"," 0.133584399","-0.062271793","-0.003041158"," 0.076891044"," 0.043128816"," 0.075581387","-0.285631387"," 0.089385633"," 0.094731421","-0.154894887","-0.0386988870"," 0.177728298","-2.071806e-01"," 0.1119444638"," 0.95017370"," 0.210170396"," 0.320829919"," 0.0378174546"," 0.067009647","-0.037853934"," 0.285498115"," 0.109379833"," 0.109752016","-0.169157310"," 0.049681545"," 0.17265287"," 0.150172050",13,12,"Chloroquine"
"Chloroquine_H8"," 0.227341775","-0.1395145240"," 0.18164758"," 0.1896992920"," 0.2149275613"," 1.492036982"," 0.114879528","-0.315832651","-0.009893447","-0.076206410"," 0.250682354","-0.162027358","-0.1330857175"," 0.341388493","-0.212436931","-0.004076937"," 0.088318757","-0.079454738","-0.136752490"," 0.322094629"," 0.178537035"," 0.041874841"," 0.123749252"," 0.1090401214"," 0.304496140"," 0.179744132","-0.05593670"," 0.272709031","-0.03036061"," 0.067295706","-0.071630024"," 0.164510200","-0.0259037630"," 2.473457e-01","-0.254642441"," 0.025419911"," 0.1298072028"," 0.0521791514"," 0.002506124","-0.292125348"," 0.208512945"," 0.058266146"," 0.188820729","-0.001367424"," 0.0088036121","-0.096249697"," 0.033979602"," 0.166235594"," 0.187594528"," 0.095331253"," 0.215426470","-0.161533971","-0.071107026"," 0.142834144","-0.250869430"," 0.101966365"," 0.124254879","-0.553663761"," 0.0116856973"," 0.202515308","-1.433779e-01"," 0.0809811854"," 1.89735797","-0.012427434"," 0.445026815"," 0.0934133779"," 0.033659557"," 0.287704888"," 0.258009200"," 0.315348799"," 0.244020289","-0.115913347","-0.068039258"," 0.37313660"," 0.308978561",13,12,"Chloroquine"
"Chloroquine_H10"," 0.205346905","-0.1563373931"," 0.34863806","-0.0147619026","-0.0907299970"," 0.697143473","-0.001235387"," 0.068141255"," 0.156746585","-0.043453499"," 0.220295568","-0.366690222"," 0.0802700685"," 0.050005618","-0.010630425"," 0.012736456"," 0.211991786"," 0.384171927","-0.650558142"," 0.189829068"," 0.185444606"," 0.148942874","-0.037189999","-0.4635605370"," 0.429549170"," 0.244613577"," 0.33913180"," 0.012915350"," 0.05723312"," 0.060547377"," 0.096469963","-0.103013508"," 0.1796893447","-1.043975e-02"," 0.060408002","-0.228101221"," 0.1136724437","-0.0197851053"," 0.057974008"," 0.210908281","-0.150848531"," 0.239322652"," 0.113248722"," 0.312579762"," 0.1067816693","-0.202744673"," 0.034576551"," 0.074146205","-0.386618002"," 0.070667349"," 0.029316263"," 0.041979170"," 0.166408116","-0.286503332","-0.391163085"," 0.130365510"," 0.156873718","-0.239689221"," 0.1242310161","-0.064325170","-8.226045e-02"," 0.2966200547"," 0.42101415"," 0.131220750"," 0.136859172"," 0.1221991506","-0.244627171","-0.193849125"," 0.031926563"," 0.068579220"," 0.005396161"," 0.222029785","-0.197441604"," 0.26095008"," 0.495886957",13,12,"Chloroquine"
"Febrifugine_H1","-0.154227847","-0.0338404548","-0.05389102","-0.2061137781"," 0.0709284782"," 0.093566507"," 0.562543440","-0.355197200","-0.146605262"," 0.049618507"," 0.027272508","-0.340060539"," 0.2094825173"," 0.022932160","-0.039600495"," 0.194840070","-0.099362574"," 0.131183663"," 0.086002960","-0.172586509"," 0.097179230","-0.058018758"," 0.167329734"," 0.0335826790"," 0.442063478","-0.114303666"," 0.80312921","-0.142148724","-0.63402797","-0.271581926","-0.058449615"," 0.063061896"," 0.1234260928","-4.442714e-01","-0.298385447"," 0.047408316","-0.0727547107"," 0.0877344696","-0.094082911"," 0.042242297"," 0.107329793"," 0.203495911","-0.073628606"," 0.278038538","-0.1448587096"," 0.065292547","-0.125861848"," 0.033345382","-0.231874782"," 0.212495508"," 0.156656425","-0.039867404","-0.084200666","-0.168421866","-0.214272723","-0.053340118","-0.275492314"," 0.127478898","-0.0725071909","-0.019887156"," 3.982737e-01"," 0.1197820922","-0.26439742"," 0.159396971"," 0.057646114"," 0.1461495235","-0.176116717","-0.058031079","-0.418208664"," 0.103977663","-0.095834428","-0.003516922","-0.026558968"," 0.17177450"," 0.699017604",14,13,"Febrifugine"
"Febrifugine_H2","-0.087032220","-0.1059665872"," 0.20424109"," 0.1628687739"," 0.4144312984","-0.311861240"," 0.064324568","-0.292832812"," 0.151080981"," 0.068605440"," 0.050566878","-0.146622948"," 0.0991341625","-0.172497228","-0.009582680","-0.070689673","-0.106538908","-0.028257792","-0.089384593","-0.158593777"," 0.275047049"," 0.159709872"," 0.147987475"," 0.3202076167"," 0.182007010"," 0.115639799","-0.01124025","-0.006042703","-0.34009012"," 0.029762785","-0.033560746"," 0.120270496","-0.1243179019","-7.091445e-01","-0.243152683"," 0.036457519","-0.0743101049","-0.1002592146"," 1.003471602"," 0.377259179","-0.250112981"," 0.366788965"," 0.764044684"," 0.273342811","-0.0310412193","-0.029608896","-0.055113210"," 0.113688089"," 0.047179393"," 0.184527093"," 0.177972335"," 0.623934133"," 0.190392312"," 0.199486284","-0.380345394"," 0.199331789","-0.376907917","-0.218977110","-0.2099655368","-0.153039013"," 1.492965e-01"," 0.3782255631","-0.39117865"," 0.049634080","-0.042627142","-0.1702583486","-0.307437937"," 0.660792482","-0.490538201"," 0.139001650","-0.449445799","-0.067089569","-0.082270844"," 0.55065856","-0.387296377",14,13,"Febrifugine"
"Febrifugine_H4","-0.262465839"," 0.0055933236","-0.12920775"," 0.2656768806"," 0.4245736125","-0.414699871","-0.058177283","-0.302969160"," 0.187957667"," 0.147363662","-0.266862395","-0.242424508"," 0.0126455735","-0.131855881"," 0.072323818","-0.050566431","-0.036243353","-0.174391043"," 0.002538815"," 0.063293908"," 0.095393222"," 0.048265504"," 0.256980541"," 0.2544308986"," 0.164610223"," 0.091529352"," 0.54804164","-0.179629515","-0.45978674"," 0.033747255"," 0.108684478"," 0.229057646","-0.0259779572","-4.432571e-01","-0.119876390","-0.003852246","-0.0764411581","-0.1283303838"," 0.488533297"," 0.075529836"," 0.105766234"," 0.444471914"," 0.437343162"," 0.401913018"," 0.1133966268"," 0.008027705","-0.109489147"," 0.088535029","-0.366360396"," 0.122038477"," 0.181743943"," 0.440135478"," 0.109137728"," 0.306270129","-0.284255577"," 0.016415674","-0.685318825"," 0.106698826","-0.2110418128","-0.261827909"," 7.111641e-02"," 0.2438693891","-0.93839457","-0.007168981","-0.319368753","-0.0780591023","-0.011548767"," 0.299908575","-0.785513996"," 0.365444373","-0.316280531"," 0.008295666","-0.049801079"," 0.31967249","-0.624077654",14,13,"Febrifugine"
"Febrifugine_H6","-0.053061393","-0.0197313255","-0.03460419"," 0.3577656469"," 0.4763958720","-0.076534472"," 0.335955089","-0.596842398","-0.073329827"," 0.062549471"," 0.376853727"," 0.047311052"," 0.0197236435"," 0.138802081","-0.020143817","-0.278868060"," 0.142518669"," 0.238239261","-0.012279639","-0.064208675"," 0.116522729","-0.103201023"," 0.407436631"," 0.4058808840"," 0.066688081"," 0.195040364"," 0.65849293","-0.270672648","-0.51302325","-0.160154713","-0.109771762"," 0.216925742","-0.2892427080","-5.130240e-01","-0.435853815"," 0.037255416"," 0.0595438413","-0.3778867558"," 0.808114417"," 0.260142158"," 0.196729791"," 0.483980984"," 0.632465236"," 0.002428644"," 0.1668138263","-0.049870676","-0.208964293","-0.039470353","-0.356080503"," 0.079736836"," 0.224493082"," 0.414636980"," 0.257442461"," 0.270077539","-0.391862209","-0.090641764","-0.502228208","-0.053340257","-0.0871547007"," 0.057015902","-9.417225e-02"," 0.3705471699","-0.15772626"," 0.462302341","-0.100860602"," 0.1645789272","-0.153374072"," 0.666059410","-0.588814834"," 0.243452482","-0.186800616","-0.215630387","-0.436213378"," 0.31292887","-0.310659535",14,13,"Febrifugine"
"Febrifugine_H8","-0.247752681"," 0.0463614085","-0.37564735"," 0.3315119206"," 0.1023396940","-0.048076738","-0.123617561","-0.694126333","-0.127595309","-0.135751949","-0.171080971"," 0.101836396","-0.1084926996","-0.323394809","-0.154300273","-0.525103068"," 0.364334729"," 0.202367185"," 0.066318186","-0.092222595"," 0.284065139","-0.303935197"," 0.356980913"," 0.3304955449"," 0.594845127"," 0.123876118"," 0.45715112","-0.198268077","-0.68196381","-0.007603276"," 0.041879346"," 0.119088149"," 0.1525495532","-5.155273e-01","-0.609004734"," 0.020688981","-0.2288606702","-0.6327598414"," 0.865264372"," 0.416810647","-0.007691923"," 0.320517744"," 0.623739286","-0.112711672"," 0.2699914914","-0.089060411"," 0.017894351"," 0.055000858"," 0.102482312"," 0.130263782"," 0.173407999"," 0.458613045"," 0.243463062","-0.123943718","-0.544008240"," 0.075397053","-0.754003910"," 0.529468168"," 0.0311493725","-0.075634279"," 6.896983e-02"," 0.2996138004","-0.65066373"," 0.205130990","-0.293062580"," 0.4440169829","-0.240805601"," 0.602948030","-0.162743605"," 0.355210826","-0.341034878","-0.194982360","-0.258570933"," 0.40052083","-0.390379725",14,13,"Febrifugine"
"Febrifugine_H10","-0.111138673"," 0.3688180266","-0.04725068"," 0.0636667160"," 0.1161211605","-0.442669278"," 0.120651032","-0.934165458","-0.311471419","-0.047222829","-0.390206752"," 0.222557149"," 0.1650572091","-0.554663393","-0.062278776","-0.561948836"," 0.402138204","-0.233674748","-0.010836445","-0.458287013"," 0.090831004","-0.327957197"," 0.433808289","-0.0240063457"," 0.415293996"," 0.481648770"," 0.17613108","-0.669578881","-0.93675561"," 0.072542956"," 0.508586655"," 0.002233326","-0.1207932560","-3.017632e-01","-0.272143324"," 0.109364334","-0.0481898316","-0.6411391400"," 0.985522776"," 0.355377974"," 0.729710179"," 0.385775938"," 0.300488737","-0.056823134"," 0.2589309200"," 0.421753425"," 0.019908087"," 0.183634512","-0.088129322"," 0.031049628"," 0.223051153"," 0.530340882"," 0.184275190"," 0.524182247","-0.708130503"," 0.026596398","-1.072508244"," 0.743147792","-0.0160143511","-0.620407048"," 9.366911e-02"," 0.4990921058"," 0.13389155"," 0.322945375","-0.712441619"," 0.0193193089"," 0.238400908"," 0.532911878","-0.528119373"," 0.479684489","-0.508496075","-0.239256515","-0.621784303"," 0.04651024","-0.173666470",14,13,"Febrifugine"
"Artemisinin_H1","-0.261879583"," 0.0260922021","-0.17967479"," 0.2944298406"," 0.0658445628","-0.122440451"," 0.244368320","-0.635071591","-0.038808723"," 0.134362074"," 0.203367274","-0.334093527"," 0.2713100841","-0.107986416","-0.071853749","-0.357950038","-0.077106756"," 0.231292669","-0.067877926"," 0.105790457","-0.042981924"," 0.038115400"," 0.113899779"," 0.1108140305"," 0.553123060","-0.143447957"," 0.09677241","-0.030609212","-0.30346367","-0.115775772","-0.270060677"," 0.086552310"," 0.0246109017","-3.079818e-01","-0.068210518","-0.013058816"," 0.1547156007","-0.0351588534","-0.618891241"," 0.116474514"," 0.081546188"," 0.261571477"," 0.250984951"," 0.084574944"," 0.0118818465"," 0.384574294"," 0.135357659","-0.061769387","-0.832939158"," 0.200864738"," 0.184474687"," 0.156953721","-0.055052207"," 0.093395780"," 0.095528226","-0.135940816","-0.527311412"," 0.020876950"," 0.1545923682"," 0.057518395"," 5.538190e-01"," 0.1146333138","-0.75007664"," 0.276787907"," 0.011433338"," 0.2031403749","-0.148525451"," 0.231607231","-0.336758331"," 0.242045542","-0.201834824"," 0.149668115","-0.232484319"," 0.17844457"," 0.467945928",15,14,"Artemisinin"
"Artemisinin_H2","-0.118565197"," 0.0734313730","-0.16817839","-0.0195481154"," 0.3949746014","-0.781886023","-0.179496633","-0.480457564"," 0.351797449"," 0.123714462"," 0.284851379"," 0.124005001"," 0.2814870544","-0.418661471","-0.071474627","-0.113161146","-0.457343608"," 0.390871328"," 0.174450672","-0.182591532"," 0.184315001"," 0.239757074"," 0.220315574","-0.2357193151"," 0.430553646"," 0.393558713","-0.31632388","-0.012514767","-0.38819309","-0.121342993"," 0.011790700"," 0.098424556"," 0.1985511534","-8.126798e-01","-0.316615672"," 0.024565682"," 0.1738644587","-0.0319639257","-0.220782504"," 0.440574503","-0.096989892"," 0.057879539"," 0.678022851"," 0.463420667","-0.0561068634"," 0.288398660"," 0.181397586"," 0.137406118","-1.066011243"," 0.232511902"," 0.029078095"," 0.749966228"," 0.110570944","-0.046519408","-0.210542882"," 0.203381421","-0.489650285","-0.201857073","-0.0033835688","-0.401538208"," 1.904062e-01"," 0.4028936238","-1.05567989","-0.091940858","-0.344413091","-0.1312697080","-0.399399980"," 0.238806357","-0.550099210","-0.115546994","-0.835340035","-0.141599898","-0.436302166"," 0.49731966","-0.523403174",15,14,"Artemisinin"
